time,q0,q1,q2,q3,q4,q5,q6,fx,fy,fz,tx,ty,tz
1.520902156829834,-0.536697,0.247759,0.150316,-0.325279,0.380867,0.379739,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.5305461883544922,-0.541454,0.249300,0.151433,-0.328073,0.384169,0.383029,0.002615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.540783166885376,-0.546188,0.250832,0.152545,-0.330856,0.387458,0.386307,0.002615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.5505833625793457,-0.550902,0.252358,0.153652,-0.333627,0.390733,0.389572,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.5607800483703613,-0.555597,0.253876,0.154754,-0.336387,0.393996,0.392824,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.5712039470672607,-0.560273,0.255388,0.155851,-0.339135,0.397246,0.396064,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.580864667892456,-0.564930,0.256894,0.156945,-0.341872,0.400483,0.399291,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.5911529064178467,-0.569568,0.258392,0.158033,-0.344599,0.403707,0.402505,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.6009411811828613,-0.574189,0.259885,0.159117,-0.347314,0.406919,0.405706,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.6112077236175537,-0.578791,0.261371,0.160197,-0.350018,0.410118,0.408896,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.6211583614349365,-0.583375,0.262850,0.161272,-0.352711,0.413304,0.412072,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.6314198970794678,-0.587942,0.264324,0.162342,-0.355392,0.416478,0.415236,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.6414973735809326,-0.592490,0.265790,0.163408,-0.358063,0.419639,0.418388,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.651595115661621,-0.597020,0.267251,0.164470,-0.360724,0.422788,0.421528,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.6616501808166504,-0.601533,0.268705,0.165527,-0.363373,0.425925,0.424655,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.671807050704956,-0.606027,0.270153,0.166580,-0.366011,0.429049,0.427770,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.6817569732666016,-0.610504,0.271595,0.167628,-0.368639,0.432161,0.430873,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.691856861114502,-0.614964,0.273030,0.168672,-0.371256,0.435261,0.433964,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.7019374370574951,-0.619406,0.274459,0.169712,-0.373862,0.438349,0.437043,0.002616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.7119078636169434,-0.623830,0.275882,0.170748,-0.376458,0.441424,0.440109,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.7219722270965576,-0.627154,0.276950,0.171528,-0.378420,0.443747,0.442429,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.7320446968078613,-0.631568,0.278369,0.172559,-0.381006,0.446812,0.445484,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.7421340942382812,-0.635954,0.279778,0.173584,-0.383573,0.449856,0.448518,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.752101182937622,-0.640317,0.281180,0.174604,-0.386129,0.452886,0.451539,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.762265682220459,-0.644661,0.282574,0.175619,-0.388674,0.455905,0.454549,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.7723994255065918,-0.648987,0.283962,0.176630,-0.391209,0.458911,0.457548,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.7821989059448242,-0.653296,0.285344,0.177636,-0.393734,0.461906,0.460534,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.7926745414733887,-0.657587,0.286720,0.178639,-0.396249,0.464889,0.463509,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.8027408123016357,-0.661861,0.288090,0.179637,-0.398753,0.467860,0.466472,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.8127107620239258,-0.665056,0.289113,0.180383,-0.400625,0.470081,0.468688,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.8227941989898682,-0.669308,0.290475,0.181376,-0.403120,0.473041,0.471640,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.832509994506836,-0.673540,0.291830,0.182363,-0.405596,0.475980,0.474571,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.8426952362060547,-0.677753,0.293178,0.183345,-0.408062,0.478908,0.477491,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.8528163433074951,-0.681949,0.294520,0.184324,-0.410518,0.481824,0.480400,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.8627233505249023,-0.686128,0.295856,0.185298,-0.412965,0.484729,0.483297,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.8732376098632812,-0.689250,0.296853,0.186027,-0.414793,0.486900,0.485463,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.8829288482666016,-0.692370,0.297850,0.186754,-0.416624,0.489073,0.487632,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.8930232524871826,-0.694455,0.298515,0.187243,-0.417854,0.490533,0.489090,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.9029309749603271,-0.698613,0.299843,0.188210,-0.420287,0.493423,0.491971,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.9130752086639404,-0.701726,0.300836,0.188937,-0.422113,0.495592,0.494137,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.9234390258789062,-0.704825,0.301825,0.189657,-0.423922,0.497742,0.496281,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.9333174228668213,-0.708935,0.303136,0.190613,-0.426321,0.500594,0.499124,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.9435803890228271,-0.713018,0.304437,0.191562,-0.428703,0.503426,0.501948,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.9534895420074463,-0.717078,0.305731,0.192506,-0.431075,0.506247,0.504761,0.002617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.9635155200958252,-0.720127,0.306702,0.193218,-0.432869,0.508376,0.506889,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.973759651184082,-0.724175,0.307991,0.194158,-0.435232,0.511187,0.509692,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.9834470748901367,-0.728196,0.309271,0.195092,-0.437577,0.513978,0.512474,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.9938218593597412,-0.732196,0.310543,0.196022,-0.439913,0.516756,0.515246,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0038068294525146,-0.736179,0.311809,0.196947,-0.442240,0.519524,0.518007,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.013920545578003,-0.739154,0.312755,0.197639,-0.443979,0.521593,0.520072,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.024106025695801,-0.743116,0.314013,0.198559,-0.446296,0.524349,0.522822,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.034163236618042,-0.747057,0.315265,0.199474,-0.448596,0.527087,0.525553,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0441603660583496,-0.750981,0.316510,0.200384,-0.450887,0.529814,0.528274,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0544657707214355,-0.754888,0.317750,0.201291,-0.453169,0.532530,0.530984,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0643036365509033,-0.757808,0.318676,0.201969,-0.454875,0.534561,0.533011,0.002618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
